model,horizon,origin_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
S_RES_CV,16,8-<16,19,19,1.0,0,0.0,0.1544570583431477,0.09269449480745266,72.03643704240379,40.570035201324636,0.8452090666942632
S_RES_CV,17,16-32,12,12,1.0,0,0.0,0.13516558620054625,0.09856935445208531,113.42729075564922,104.52990449099863,0.9447823478982018
S_RES_CV,17,4-<8,14,14,1.0,0,0.0,0.03316081876932246,0.0,32.28452664027311,29.97860404399502,1.3709195425035001
S_RES_CV,17,8-<16,15,15,1.0,1,0.06666666666666667,0.16962778696454314,0.0636238219814124,78.52520505229585,38.30989381315633,0.870561310253474
S_RES_CV,18,16-32,9,9,1.0,0,0.0,0.0707545352966777,0.02611717666628507,143.61428480724464,118.06652864264862,1.0643140554251582
S_RES_CV,18,4-<8,12,12,1.0,0,0.0,0.018354224476046514,0.0,32.80227122204525,34.46152700860391,1.68657112242685
S_RES_CV,18,8-<16,11,11,1.0,0,0.0,0.20613264558619304,0.15265875249357014,57.65950121149285,33.33117688309135,0.653552487903752
S_RES_CV,19,16-32,7,7,1.0,0,0.0,0.0389299216431373,0.012230259807378557,171.1003895137223,126.31453167482869,1.1539669964823
S_RES_CV,19,4-<8,10,10,1.0,0,0.0,0.0033289862679177647,0.0,36.48957201413731,37.22877330502381,1.9292331940011516
S_RES_CV,19,8-<16,8,8,1.0,1,0.125,0.20698883358726522,0.15331224260360682,67.1736716142122,37.05825968063421,0.7595947891823753
S_RES_CV,20,16-32,5,5,1.0,0,0.0,0.007438745137857325,0.0041433886410715244,215.63931953482228,134.93293566784155,1.2266630515258323
S_RES_CV,20,4-<8,8,8,1.0,0,0.0,0.0007202974229563198,0.0,41.6833302568396,41.74640481939221,2.2841488046905787
S_RES_CV,20,8-<16,6,6,1.0,1,0.16666666666666666,0.24541133187401554,0.21137086773188923,79.73271332785544,32.06648194055741,0.6810802381664973
S_RES_CV,21,16-32,3,3,1.0,0,0.0,0.0031844930790087874,0.0,140.9491735023489,141.44722627434533,1.2814011311243587
S_RES_CV,21,4-<8,6,6,1.0,0,0.0,0.0,0.0,46.35170028189532,45.13123043946509,2.61322236831019
S_RES_CV,21,8-<16,4,4,1.0,1,0.25,0.22220203858888984,0.15388581678354313,109.79254657834483,29.841424891882816,2.158654916668672
S_RES_CV,22,16-32,2,2,1.0,0,0.0,0.0,0.0,147.77425789884546,147.77425789884546,1.4451148395810158
S_RES_CV,22,4-<8,4,4,1.0,0,0.0,0.0,0.0,50.875427561459624,49.02469716998773,2.919157962941635
S_RES_CV,22,8-<16,2,2,1.0,1,0.5,0.2612444015905468,0.2612444015905468,204.295384739205,204.295384739205,4.003120393323534
S_RES_CV,23,16-32,1,1,1.0,0,0.0,0.0,0.0,159.42197105166946,159.42197105166946,1.6781260110702048
S_RES_CV,23,4-<8,2,2,1.0,0,0.0,0.0,0.0,54.24300898812081,54.24300898812081,3.055984627934831
S_RES_CV,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,420.3512902566412,420.3512902566412,8.083678658781562
T_FIXED,1,16-32,63,63,1.0,63,1.0,0.7862988783421111,0.7919375812743823,10.884648397829096,10.920164833920778,0.10807979194378474
T_FIXED,1,4-<8,42,42,1.0,27,0.6428571428571429,0.4976574096952766,0.5148549733346715,7.725499463877312,7.7862223358545535,0.3624404861337828
T_FIXED,1,8-<16,108,108,1.0,76,0.7037037037037037,0.5589739537136553,0.5568501042788744,11.965393685508312,11.710037212289803,0.24575515516088953
T_FIXED,1,<4,5,5,1.0,0,0.0,0.22753649401666162,0.22807017543859648,10.358291919635175,10.0,0.7142857142857143
T_FIXED,1,>32,9,9,1.0,9,1.0,0.7842628805091046,0.7921283560528055,15.561282060781192,15.20896117425513,0.09415931104154747
T_FIXED,2,16-32,59,59,1.0,54,0.9152542372881356,0.6330400979269852,0.6377390902183608,20.588417484008993,21.646304534492717,0.21236858409959175
T_FIXED,2,4-<8,40,40,1.0,0,0.0,0.25875980963156253,0.2601755387469673,14.953116666912859,15.134495274033934,0.6964947070435452
T_FIXED,2,8-<16,101,101,1.0,12,0.1188118811881188,0.3225892758936313,0.3172240319986805,23.507271401556252,23.2768661980087,0.47121775724149156
T_FIXED,2,<4,4,4,1.0,0,0.0,0.002562225475841874,0.0,20.680537269171936,20.619851693879724,1.4728465495628373
T_FIXED,2,>32,8,8,1.0,7,0.875,0.61873128827273,0.6279153264537121,29.115063751569533,30.751017923083033,0.18034981402105382
T_FIXED,3,16-32,55,55,1.0,31,0.5636363636363636,0.5132652054753801,0.519138551403406,29.947426265667364,31.730308854469097,0.31703549584022483
T_FIXED,3,4-<8,39,39,1.0,0,0.0,0.1189481892579542,0.1092884061183773,22.27546517184721,22.80350850198276,1.03947047394967
T_FIXED,3,8-<16,93,93,1.0,2,0.021505376344086023,0.18284543159406194,0.16583796431705178,34.840405966809264,34.77157603560701,0.6952157938367052
T_FIXED,3,<4,3,3,1.0,0,0.0,0.0,0.0,30.883126596525813,31.21097563358121,2.229355402398658
T_FIXED,3,>32,7,7,1.0,3,0.42857142857142855,0.4988404115353981,0.49829450193675207,40.412803227282716,44.05181608061125,0.2707206026090268
T_FIXED,4,16-32,51,51,1.0,8,0.1568627450980392,0.41940662222366726,0.43383775173512346,38.97930788024182,41.615051363659276,0.4198288341693553
T_FIXED,4,4-<8,38,38,1.0,0,0.0,0.0479790041040765,0.01367013387650189,29.472289762451307,30.071874534497315,1.404879894400652
T_FIXED,4,8-<16,85,85,1.0,0,0.0,0.09919994147174231,0.07887867051135491,45.87707008110546,46.24189118104925,0.8883993877880727
T_FIXED,4,<4,2,2,1.0,0,0.0,0.0,0.0,41.355553490028626,41.355553490028626,2.953968106430616
T_FIXED,4,>32,6,6,1.0,0,0.0,0.39872288424644325,0.3971634073807734,52.04300701451786,59.03877488279251,0.3593726725566505
T_FIXED,5,16-32,48,48,1.0,0,0.0,0.3386074442053859,0.34301582469580066,48.50840479613057,51.32829502796149,0.5281609911933102
T_FIXED,5,4-<8,37,37,1.0,0,0.0,0.01768353291806949,0.0,36.58852488195145,37.16517186829626,1.7697700889664887
T_FIXED,5,8-<16,77,77,1.0,0,0.0,0.05110955874484969,0.018464315999671747,55.859430480018375,58.32934510175817,1.0888963400315144
T_FIXED,5,<4,1,1,1.0,0,0.0,0.0,0.0,51.4404996087713,51.4404996087713,3.6743214006265212
T_FIXED,5,>32,5,5,1.0,0,0.0,0.31564113145539063,0.31438299397441927,64.3388779577593,74.02068967525229,0.45714508928026476
T_FIXED,6,16-32,45,45,1.0,0,0.0,0.2699056926904104,0.2776226515218517,57.98462157346237,60.530983801686226,0.6316094282241784
T_FIXED,6,4-<8,36,36,1.0,0,0.0,0.004334494732724124,0.0,43.61066010024675,48.14985405581071,2.4762589950453133
T_FIXED,6,8-<16,70,70,1.0,0,0.0,0.026038546268932025,0.0,66.07561858998686,69.04815112573226,1.2798881261859782
T_FIXED,6,>32,4,4,1.0,0,0.0,0.2500413947989468,0.24432216096851192,75.6898724239203,81.75609250323885,0.5709769170698146
T_FIXED,7,16-32,42,42,1.0,0,0.0,0.20937802137810338,0.2131893004626205,67.48458487730655,68.880856838701,0.7368375772097927
T_FIXED,7,4-<8,34,34,1.0,0,0.0,0.001137501370904121,0.0,49.8954826797168,55.11139353724526,2.893431276821042
T_FIXED,7,8-<16,63,63,1.0,0,0.0,0.013609013390818835,0.0,75.81390370576403,80.5640273323026,1.4648367206300297
T_FIXED,7,>32,3,3,1.0,0,0.0,0.199941449183921,0.1956410837773495,84.43471070673677,86.61192181218472,0.7217660151015394
T_FIXED,8,16-32,39,39,1.0,0,0.0,0.15602340605450918,0.16522005991020142,77.05829034622076,78.26237921249263,0.8394071062010545
T_FIXED,8,4-<8,32,32,1.0,0,0.0,0.00042518021673748033,0.0,55.85995354579144,61.47237037014765,3.2450770986544732
T_FIXED,8,8-<16,56,56,1.0,0,0.0,0.00555089318572477,0.0,84.98538627761488,90.80680502709444,1.6357490882657357
T_FIXED,8,>32,2,2,1.0,0,0.0,0.16556836376491196,0.16556836376491196,86.49829705183643,86.49829705183643,1.3481558427496732
T_FIXED,9,16-32,36,36,1.0,0,0.0,0.11025140754614572,0.11408027563098483,86.69365465054791,85.82657224374609,0.9517545718713611
T_FIXED,9,4-<8,30,30,1.0,0,0.0,0.0,0.0,61.778992985767985,66.83948537561595,3.5320562022175315
T_FIXED,9,8-<16,50,50,1.0,0,0.0,0.0010899724755110952,0.0,94.11029801595181,98.73178964255054,1.8403558042431045
T_FIXED,9,>32,1,1,1.0,0,0.0,0.14441356079314727,0.14441356079314727,86.0559411080955,86.0559411080955,2.206562592515269
T_FIXED,10,16-32,33,33,1.0,0,0.0,0.07253996039781203,0.07239536364384976,96.39642626286779,94.40901704816125,1.0523394077197008
T_FIXED,10,4-<8,28,28,1.0,0,0.0,0.0,0.0,67.65400130488969,73.37797185623752,3.8929769363469355
T_FIXED,10,8-<16,45,45,1.0,0,0.0,2.653072826849097e-05,0.0,103.80391743983655,105.89883143831192,2.044900250518086
T_FIXED,11,16-32,30,30,1.0,0,0.0,0.043125678764031956,0.03695729141982451,106.08182922210581,102.00928318958921,1.148271379273202
T_FIXED,11,4-<8,26,26,1.0,0,0.0,0.0,0.0,73.37416279809383,79.48241556753823,4.255064209787944
T_FIXED,11,8-<16,40,40,1.0,0,0.0,0.0,0.0,113.20095234041646,115.0706231465912,2.2562867283645334
T_FIXED,12,16-32,27,27,1.0,0,0.0,0.020571564426395822,0.013531502124063849,115.85977702347894,108.41586599755591,1.2482768735585965
T_FIXED,12,4-<8,24,24,1.0,0,0.0,0.0,0.0,78.96421883638213,86.13737795547456,4.609175486264013
T_FIXED,12,8-<16,35,35,1.0,0,0.0,0.0,0.0,122.33297949736716,124.49523083234956,2.48321427405667
T_FIXED,13,16-32,24,24,1.0,0,0.0,0.005465472548086908,0.0,125.67850868823314,117.13262004484301,1.349918038992648
T_FIXED,13,4-<8,22,22,1.0,0,0.0,0.0,0.0,84.4067712617361,92.00232696553395,4.956431020370842
T_FIXED,13,8-<16,31,31,1.0,0,0.0,0.0,0.0,132.11768997869663,132.2651220087896,2.6908371513644966
T_FIXED,14,16-32,21,21,1.0,0,0.0,0.0014302531007563976,0.0,135.54758679976217,125.39238413875063,1.4466369586440118
T_FIXED,14,4-<8,20,20,1.0,0,0.0,0.0,0.0,89.73593650318045,97.70757591657386,5.397107293146837
T_FIXED,14,8-<16,27,27,1.0,0,0.0,0.0,0.0,141.61793653319666,142.13659803161184,2.9146269024999794
T_FIXED,15,16-32,18,18,1.0,0,0.0,0.0,0.0,145.59396205011316,151.3040227679482,1.5484786380105695
T_FIXED,15,4-<8,18,18,1.0,0,0.0,0.0,0.0,94.90371482430676,103.93247666957987,5.750309456635336
T_FIXED,15,8-<16,23,23,1.0,0,0.0,0.0,0.0,150.73700303248236,152.3665399620271,3.1348719503878812
T_FIXED,16,16-32,15,15,1.0,0,0.0,0.0,0.0,156.19797505751328,184.64239085323825,1.6523300864550616
T_FIXED,16,4-<8,16,16,1.0,0,0.0,0.0,0.0,99.54019138613236,110.07318903219715,6.104843346144971
T_FIXED,16,8-<16,19,19,1.0,0,0.0,0.0,0.0,159.383730995007,163.59477375515394,3.361765992485987
T_FIXED,17,16-32,12,12,1.0,0,0.0,0.0,0.0,167.6748784662906,196.61329974091922,1.7528942837166008
T_FIXED,17,4-<8,14,14,1.0,0,0.0,0.0,0.0,103.45513628283625,113.8456375212034,6.3774881538213455
T_FIXED,17,8-<16,15,15,1.0,0,0.0,0.0,0.0,167.0803808612511,174.4505660638566,3.5890655848556503
T_FIXED,18,16-32,9,9,1.0,0,0.0,0.0,0.0,184.68089555997807,209.4528586579806,1.8535651208670851
T_FIXED,18,4-<8,12,12,1.0,0,0.0,0.0,0.0,106.94899022212917,117.23627458489122,6.915044254925218
T_FIXED,18,8-<16,11,11,1.0,0,0.0,0.0,0.0,172.32407198713128,185.64751546950473,3.8184292279091094
T_FIXED,19,16-32,7,7,1.0,0,0.0,0.0,0.0,198.80185555341635,220.37808420984152,1.943581350019292
T_FIXED,19,4-<8,10,10,1.0,0,0.0,0.0,0.0,109.8507859730295,119.52010242107926,7.0690926001845575
T_FIXED,19,8-<16,8,8,1.0,0,0.0,0.0,0.0,183.3040271995432,199.7095767433463,4.005863646620648
T_FIXED,20,16-32,5,5,1.0,0,0.0,0.0,0.0,217.1204432357854,232.2035744772246,2.04386465397887
T_FIXED,20,4-<8,8,8,1.0,0,0.0,0.0,0.0,112.38787574873923,119.40551456715329,7.173738569584499
T_FIXED,20,8-<16,6,6,1.0,0,0.0,0.0,0.0,192.9411999819391,210.9307309495222,4.229536668671643
T_FIXED,21,16-32,3,3,1.0,0,0.0,0.0,0.0,246.7115095174411,245.51807469104997,2.2319824971913635
T_FIXED,21,4-<8,6,6,1.0,0,0.0,0.0,0.0,115.1496959247457,119.8099574909187,7.623731007366303
T_FIXED,21,8-<16,4,4,1.0,0,0.0,0.0,0.0,204.8401078273589,222.1703376282984,4.455945958211406
T_FIXED,22,16-32,2,2,1.0,0,0.0,0.0,0.0,258.9150748530996,258.9150748530996,2.5420165095215306
T_FIXED,22,4-<8,4,4,1.0,0,0.0,0.0,0.0,117.980304027391,120.91987775075341,7.770420953374229
T_FIXED,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,233.5458272617439,233.5458272617439,4.535874325752083
T_FIXED,23,16-32,1,1,1.0,0,0.0,0.0,0.0,272.0847753917885,272.0847753917885,2.8640502672819843
T_FIXED,23,4-<8,2,2,1.0,0,0.0,0.0,0.0,119.96090248849177,119.96090248849177,7.766650574673868
T_FIXED,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,241.73642671306283,241.73642671306283,4.64877743678967
T_RES_CV,1,16-32,63,63,1.0,63,1.0,0.9464118590131341,0.9619012561542355,3.036637720904367,1.4142135623730951,0.01510856741553912
T_RES_CV,1,4-<8,42,42,1.0,42,1.0,0.8431379177777794,0.8712612106165514,1.591921521307282,1.118033988749895,0.06051928223693656
T_RES_CV,1,8-<16,108,108,1.0,108,1.0,0.9045878413246519,0.9232041611916657,2.594251952113735,1.5509147313293723,0.031135075692262416
T_RES_CV,1,<4,5,5,1.0,5,1.0,0.7919320792430546,0.7574257425742574,2.2951266541035134,2.2638462845343543,0.16170330603816815
T_RES_CV,1,>32,9,9,1.0,9,1.0,0.9770116877600109,0.9781420765027322,4.038382505148733,1.5811388300841898,0.009411540655263034
T_RES_CV,2,16-32,59,59,1.0,58,0.9830508474576272,0.894580857046332,0.9155990957045969,5.8580000229997715,3.2015621187164243,0.03510964227401667
T_RES_CV,2,4-<8,40,40,1.0,34,0.85,0.7120216066250142,0.7552447263869961,3.450839911905338,2.4358541225631423,0.13030430998711717
T_RES_CV,2,8-<16,101,101,1.0,98,0.9702970297029703,0.8202021980331982,0.8464474639560211,5.107548977860316,3.132491021535417,0.06611698402498065
T_RES_CV,2,<4,4,4,1.0,3,0.75,0.6435201387864802,0.675297377346773,4.593214917676314,3.2532434858268195,0.23237453470191566
T_RES_CV,2,>32,8,8,1.0,8,1.0,0.9484942248312898,0.9560436694895436,13.769504032899182,3.715748250666568,0.022122911791049648
T_RES_CV,3,16-32,55,55,1.0,53,0.9636363636363636,0.8342093050461501,0.8591437527278498,9.249772494602722,5.900211860602973,0.06523901306357058
T_RES_CV,3,4-<8,39,39,1.0,24,0.6153846153846154,0.5558230272363893,0.6287878787878788,6.299698444707969,4.808846015417836,0.23109012636379675
T_RES_CV,3,8-<16,93,93,1.0,85,0.9139784946236559,0.7215458137876721,0.7594339622641509,8.647901099530877,5.75,0.12559492160768732
T_RES_CV,3,<4,3,3,1.0,1,0.3333333333333333,0.5066653240277127,0.4962124510230736,7.5350014557322105,4.808846015417836,0.343489001101274
T_RES_CV,3,>32,7,7,1.0,7,1.0,0.9134565924937906,0.9239434563635921,16.29826182805167,5.836308764964376,0.03413046061382676
T_RES_CV,4,16-32,51,51,1.0,48,0.9411764705882353,0.7702910429013662,0.7820197968835458,12.095630206365461,9.414085191881366,0.09909563359875122
T_RES_CV,4,4-<8,38,38,1.0,15,0.39473684210526316,0.4053103433809293,0.45385676607831205,10.042641752710177,8.342109541730334,0.39389773432987873
T_RES_CV,4,8-<16,85,85,1.0,66,0.7764705882352941,0.6207948950813788,0.619458756904795,12.48732317908503,9.25,0.20478276368296056
T_RES_CV,4,<4,2,2,1.0,0,0.0,0.2106405894431644,0.2106405894431644,13.806932476713696,13.806932476713696,0.9862094626224068
T_RES_CV,4,>32,6,6,1.0,6,1.0,0.8720552867445952,0.8831341709807227,18.72131379764034,10.372707875622805,0.06033537350301456
T_RES_CV,5,16-32,48,48,1.0,44,0.9166666666666666,0.7085600671613049,0.7198687829056101,16.451929231654372,13.132432641461467,0.14028115987796572
T_RES_CV,5,4-<8,37,37,1.0,9,0.24324324324324326,0.286568388031929,0.2860423577443225,14.13405622739573,13.285330255586423,0.603878647981201
T_RES_CV,5,8-<16,77,77,1.0,41,0.5324675324675324,0.5316243019024652,0.5164555265098197,16.110388595269686,12.562344526401112,0.2841792757927822
T_RES_CV,5,<4,1,1,1.0,0,0.0,0.019477578136796014,0.019477578136796014,26.42560311516087,26.42560311516087,1.887543079654348
T_RES_CV,5,>32,5,5,1.0,5,1.0,0.8171476861109305,0.8166395167185546,22.722116835993518,15.041608956491324,0.08796262547655745
T_RES_CV,6,16-32,45,45,1.0,40,0.8888888888888888,0.6506168756739624,0.6628718599529693,20.892078693389205,17.72004514666935,0.1818605602439122
T_RES_CV,6,4-<8,36,36,1.0,6,0.16666666666666666,0.19981320444177822,0.1249317626933713,18.447368801076575,17.222795091825958,0.920856728507333
T_RES_CV,6,8-<16,70,70,1.0,28,0.4,0.4549458265235716,0.44706060703681516,20.76708415298417,16.467540191012233,0.34220942936456644
T_RES_CV,6,>32,4,4,1.0,4,1.0,0.7769167531698553,0.7926265690559935,24.950727357652212,17.435123399590882,0.1033691886854727
T_RES_CV,7,16-32,42,42,1.0,33,0.7857142857142857,0.5970901252193769,0.5991605704473435,25.776878059341023,22.005269867392222,0.24115470137939607
T_RES_CV,7,4-<8,34,34,1.0,4,0.11764705882352941,0.13706674799973856,0.005166471069262936,23.431232809472444,20.982349048031686,1.162625514114729
T_RES_CV,7,8-<16,63,63,1.0,15,0.23809523809523808,0.38588546540856894,0.36275615963894936,25.851418662122757,21.536306554281772,0.4306211627235978
T_RES_CV,7,>32,3,3,1.0,3,1.0,0.7138142754544435,0.7217638691322902,26.97825590302048,26.1725046566048,0.14955716946631314
T_RES_CV,8,16-32,39,39,1.0,22,0.5641025641025641,0.5451276045971817,0.5240613078107221,31.025393245545974,26.443335644354704,0.2939633255849718
T_RES_CV,8,4-<8,32,32,1.0,3,0.09375,0.09795905233641601,0.0,27.84198230148023,26.86675975122555,1.4258808443307065
T_RES_CV,8,8-<16,56,56,1.0,7,0.125,0.3239837779407546,0.27276262532565543,31.611239201553513,27.146154508514794,0.5432872239669033
T_RES_CV,8,>32,2,2,1.0,2,1.0,0.6486483755355748,0.6486483755355748,24.807431979695174,24.807431979695174,0.5885902865945314
T_RES_CV,9,16-32,36,36,1.0,14,0.3888888888888889,0.49148134549899,0.4609791953312634,37.11269738572557,32.079520028482584,0.34446391412778776
T_RES_CV,9,4-<8,30,30,1.0,1,0.03333333333333333,0.05971407230279873,0.0,32.97597617928768,31.849698251447183,1.7500247984923973
T_RES_CV,9,8-<16,50,50,1.0,6,0.12,0.267070089054158,0.19964720027125726,35.55193489881868,31.530240142929244,0.6119640352845673
T_RES_CV,9,>32,1,1,1.0,0,0.0,0.4517761604087338,0.4517761604087338,28.187985029086416,28.187985029086416,0.7227688468996517
T_RES_CV,10,16-32,33,33,1.0,8,0.24242424242424243,0.4334909484818381,0.4033642982676375,43.229846959214605,38.77015604817706,0.3904939176255605
T_RES_CV,10,4-<8,28,28,1.0,0,0.0,0.03738680932920622,0.0,39.13573949420802,38.98885983982471,2.1416017391683604
T_RES_CV,10,8-<16,45,45,1.0,6,0.13333333333333333,0.20559906785903806,0.16461290048440555,42.766156236657295,37.25335555356054,0.7279776944012133
T_RES_CV,11,16-32,30,30,1.0,3,0.1,0.3804838299458784,0.33859967551559694,50.33672448076251,44.95355560428262,0.4563899634231357
T_RES_CV,11,4-<8,26,26,1.0,0,0.0,0.015271289699230715,0.0,45.57285873381128,45.28124199957177,2.387364716950177
T_RES_CV,11,8-<16,40,40,1.0,1,0.025,0.14226733188449242,0.10753330297498313,51.109623766126376,42.79161358755289,0.8323882858720946
T_RES_CV,12,16-32,27,27,1.0,3,0.1111111111111111,0.3205572257167616,0.3056379821958457,59.6103347601711,50.00999900019995,0.5356810468120403
T_RES_CV,12,4-<8,24,24,1.0,0,0.0,0.0015299495428885447,0.0,53.005715489552074,52.28334816741401,2.797765225920613
T_RES_CV,12,8-<16,35,35,1.0,1,0.02857142857142857,0.09350482048856774,0.029422448238285506,59.894989833849166,50.08991914547278,1.0129680083316328
T_RES_CV,13,16-32,24,24,1.0,1,0.041666666666666664,0.25816293123982753,0.2388960883637842,69.8485517746926,57.210972111077574,0.6250985647275868
T_RES_CV,13,4-<8,22,22,1.0,0,0.0,0.0,0.0,60.47014519328714,60.0155786935328,3.039699776880707
T_RES_CV,13,8-<16,31,31,1.0,0,0.0,0.05622503258365197,0.0,70.98069759694124,60.85433427456092,1.217476899164826
T_RES_CV,14,16-32,21,21,1.0,0,0.0,0.18778915137192773,0.1532458838051005,82.0942482246043,66.45487190567746,0.7151954307358291
T_RES_CV,14,4-<8,20,20,1.0,0,0.0,0.0,0.0,69.47007535004512,68.87214500607757,3.6095344922153947
T_RES_CV,14,8-<16,27,27,1.0,0,0.0,0.026457800865739664,0.0,85.19183349603192,71.36613342475547,1.3993359495050093
T_RES_CV,15,16-32,18,18,1.0,0,0.0,0.1125489155519239,0.08154165400218952,99.10118872215472,79.90842380407534,0.8755526174132113
T_RES_CV,15,4-<8,18,18,1.0,0,0.0,0.0,0.0,82.36116851711782,80.342484169593,4.177459240085488
T_RES_CV,15,8-<16,23,23,1.0,0,0.0,0.007695292474927281,0.0,101.71463995373793,86.47868234426332,1.706292556237959
T_RES_CV,16,16-32,15,15,1.0,0,0.0,0.04623618818971549,0.01950932995978855,120.9375750920371,100.51989852760497,1.0041872344049727
T_RES_CV,16,4-<8,16,16,1.0,0,0.0,0.0,0.0,97.44580503843531,95.32531272631294,5.13089437636764
T_RES_CV,16,8-<16,19,19,1.0,0,0.0,0.0,0.0,124.38625160777902,98.64709828474429,1.8970595823989287
T_RES_CV,17,16-32,12,12,1.0,0,0.0,0.015469158761908205,0.0,140.5460397443168,112.18814056486676,1.128817366764198
T_RES_CV,17,4-<8,14,14,1.0,0,0.0,0.0,0.0,108.64693804071955,106.03635934253701,5.706083402843838
T_RES_CV,17,8-<16,15,15,1.0,0,0.0,0.0,0.0,142.26767449278142,107.05606008068857,2.423134753011066
T_RES_CV,18,16-32,9,9,1.0,0,0.0,0.0026675447389186693,0.0,167.27084639798392,130.92173234417578,1.1842866368188791
T_RES_CV,18,4-<8,12,12,1.0,0,0.0,0.0,0.0,117.36072148922538,118.74944916018029,6.27779969620825
T_RES_CV,18,8-<16,11,11,1.0,0,0.0,0.0,0.0,138.21533592953418,112.20739726060845,2.7275460359950334
T_RES_CV,19,16-32,7,7,1.0,0,0.0,0.0,0.0,196.17771178695253,147.03230937450448,1.289757099776355
T_RES_CV,19,4-<8,10,10,1.0,0,0.0,0.0,0.0,126.16066977158364,128.33579254028643,6.705613971964141
T_RES_CV,19,8-<16,8,8,1.0,0,0.0,0.0,0.0,161.79675096449165,139.04675434784343,2.771141625079424
T_RES_CV,20,16-32,5,5,1.0,0,0.0,0.0,0.0,239.3969665067172,162.7901256219185,1.4799102329265317
T_RES_CV,20,4-<8,8,8,1.0,0,0.0,0.0,0.0,137.47963067212154,135.81867463278138,7.285749751293006
T_RES_CV,20,8-<16,6,6,1.0,0,0.0,0.0,0.0,182.71348856716372,141.39172865866414,2.849954757127503
T_RES_CV,21,16-32,3,3,1.0,0,0.0,0.0,0.0,167.90765203662465,172.77188718075635,1.5706535198250577
T_RES_CV,21,4-<8,6,6,1.0,0,0.0,0.0,0.0,148.83162384427882,146.63149732240348,8.419223604149666
T_RES_CV,21,8-<16,4,4,1.0,0,0.0,0.0,0.0,215.552099035468,144.97637695028584,5.615183861533514
T_RES_CV,22,16-32,2,2,1.0,0,0.0,0.0,0.0,178.80216525152906,178.80216525152906,1.761299706922099
T_RES_CV,22,4-<8,4,4,1.0,0,0.0,0.0,0.0,163.28964660858287,161.16382438928036,9.114239913859604
T_RES_CV,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,307.54325439463423,307.54325439463423,6.003251683634896
T_RES_CV,23,16-32,1,1,1.0,0,0.0,0.0,0.0,184.96705787788267,184.96705787788267,1.9470216618724492
T_RES_CV,23,4-<8,2,2,1.0,0,0.0,0.0,0.0,171.45766783198815,171.45766783198815,9.772738239041358
T_RES_CV,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,501.4432295883553,501.4432295883553,9.643139030545294
