frame,class_a,class_b,center_distance,union_width,union_height,fits_L1,fits_L2
18,jet_plane,large_launcher,1641.7777711980389,1595,820,True,False
18,jet_plane,large_tower,1293.74582124929,1356,232,True,False
18,jet_plane,medium_launcher,1647.8095308621077,1586,696,True,False
18,jet_plane,small_launcher,693.3384815513992,538,551,True,False
18,jet_plane,small_tower,1332.7825216440979,548,1315,False,False
18,jet_plane,spacecraft,1279.926267407619,838,1086,False,False
18,jet_plane,ta-ta,1388.1444449335954,1320,626,True,False
18,jet_plane,tank,1500.0974135035365,1554,261,True,False
18,large_launcher,large_tower,900.8720774893625,303,968,True,False
18,large_launcher,medium_launcher,1354.3332307818487,161,1432,False,False
18,large_launcher,small_launcher,1974.209968569706,2053,299,False,False
18,large_launcher,small_tower,1126.0606111573213,1109,607,True,False
18,large_launcher,spacecraft,2268.5259531246274,2353,378,False,False
18,large_launcher,ta-ta,2741.3905686713083,2835,210,False,False
18,large_launcher,tank,3008.6920746397427,3069,609,False,False
18,large_tower,medium_launcher,529.5025967830564,294,527,True,True
18,large_tower,small_launcher,1886.9092453003668,1814,699,True,False
18,large_tower,small_tower,1618.535758023282,870,1463,False,False
18,large_tower,spacecraft,2371.482342333588,2114,1234,False,False
18,large_tower,ta-ta,2650.7921929113945,2596,774,False,False
18,large_tower,tank,2793.826855766119,2830,409,False,False
18,medium_launcher,small_launcher,2302.3515152990867,2044,1163,False,False
18,medium_launcher,small_tower,2147.4172859507303,1100,1927,False,False
18,medium_launcher,spacecraft,2828.084599158943,2344,1698,False,False
18,medium_launcher,ta-ta,3035.503459065728,2826,1238,False,False
18,medium_launcher,tank,3120.6634711227675,3060,873,False,False
18,small_launcher,small_tower,1221.3036068070871,1006,794,True,False
18,small_launcher,spacecraft,598.8063125919766,323,565,True,False
18,small_launcher,ta-ta,780.8176803838396,805,105,True,True
18,small_launcher,tank,1044.9885166833174,1039,340,True,False
18,small_tower,spacecraft,1271.6534512201035,1306,279,True,False
18,small_tower,ta-ta,1863.998994098441,1788,705,True,False
18,small_tower,tank,2227.7366316510575,2022,1104,False,False
18,spacecraft,ta-ta,659.4552676262432,529,476,True,True
18,spacecraft,tank,1090.4100146275252,763,875,True,False
18,ta-ta,tank,443.08492413983123,268,415,True,True
19,hangar,jet_plane,2210.666076095619,2150,947,False,False
19,hangar,large_launcher,3866.502618646469,3677,1693,False,False
19,hangar,large_tower,3394.3177517728063,3435,777,False,False
19,hangar,medium_launcher,3560.6523278747673,3666,288,False,False
19,hangar,small_launcher,2073.7681885881075,1631,1419,False,False
19,hangar,small_tower,3294.0355948289325,2622,2159,False,False
19,hangar,spacecraft,2296.3013739489857,1353,1962,False,False
19,hangar,ta-ta,1661.4018929807442,854,1495,False,False
19,hangar,tank,1215.1231419078479,638,1126,False,False
19,jet_plane,large_launcher,1656.5083760729976,1608,831,True,False
19,jet_plane,large_tower,1303.174777226754,1366,232,True,False
19,jet_plane,medium_launcher,1660.5771587011548,1597,705,True,False
19,jet_plane,small_launcher,700.0714249274855,542,557,True,False
19,jet_plane,small_tower,1333.7529756292954,553,1297,False,False
19,jet_plane,spacecraft,1294.309275250703,845,1100,False,False
19,jet_plane,ta-ta,1399.6946988540037,1330,633,True,False
19,jet_plane,tank,1510.8329656186352,1565,264,True,False
19,large_launcher,large_tower,911.0688777474511,306,978,True,False
19,large_launcher,medium_launcher,1372.2880528518785,163,1451,False,False
19,large_launcher,small_launcher,1989.572818471342,2069,303,False,False
19,large_launcher,small_tower,1127.9046945553512,1118,579,True,False
19,large_launcher,spacecraft,2286.3338557612274,2372,382,False,False
19,large_launcher,ta-ta,2762.5211763894226,2857,213,False,False
19,large_launcher,tank,3031.6688885826566,3092,617,False,False
19,large_tower,medium_launcher,537.10520384744,295,535,True,True
19,large_tower,small_launcher,1901.1823952477573,1827,704,True,False
19,large_tower,small_tower,1620.8523992023456,876,1444,False,False
19,large_tower,spacecraft,2391.6431590017773,2130,1247,False,False
19,large_tower,ta-ta,2670.9882534372928,2615,780,False,False
19,large_tower,tank,2813.982453747713,2850,411,False,False
19,medium_launcher,small_launcher,2321.4147625962923,2058,1177,False,False
19,medium_launcher,small_tower,2157.133398749368,1107,1917,False,False
19,medium_launcher,spacecraft,2854.041520370718,2361,1720,False,False
19,medium_launcher,ta-ta,3059.825362663693,2846,1253,False,False
19,medium_launcher,tank,3143.6962719066864,3081,884,False,False
19,small_launcher,small_tower,1223.2648936350622,1014,769,True,False
19,small_launcher,spacecraft,606.5859378521727,326,572,True,False
19,small_launcher,ta-ta,786.8896047095806,811,105,True,True
19,small_launcher,tank,1052.699506031992,1046,343,True,False
19,small_tower,spacecraft,1279.1069149996806,1317,247,True,False
19,small_tower,ta-ta,1873.948571866368,1802,679,True,False
19,small_tower,tank,2239.1286809828507,2037,1083,False,False
19,spacecraft,ta-ta,666.4189748198951,533,482,True,True
19,spacecraft,tank,1101.6815556230395,768,886,True,False
19,ta-ta,tank,447.47346290031544,269,419,True,True
20,hangar,jet_plane,2239.1329795257807,2165,1011,False,False
20,hangar,large_launcher,3903.2612646349976,3690,1767,False,False
20,hangar,large_tower,3425.113903215483,3460,840,False,False
20,hangar,medium_launcher,3585.9085320180716,3690,344,False,False
20,hangar,medium_plane,396.71305751134537,516,58,True,True
20,hangar,small_launcher,2111.373545822719,1642,1490,False,False
20,hangar,spacecraft,2344.6646881803804,1362,2040,False,False
20,hangar,ta-ta,1704.6056728756948,860,1567,False,False
20,hangar,tank,1253.1269887764768,641,1193,False,False
20,jet_plane,large_launcher,1664.531165223409,1606,841,True,False
20,jet_plane,large_tower,1312.168910620885,1376,232,True,False
20,jet_plane,medium_launcher,1671.968450659282,1606,713,True,False
20,jet_plane,medium_plane,1893.0800960339739,1704,1011,True,False
20,jet_plane,small_launcher,707.5155475323493,546,564,True,False
20,jet_plane,spacecraft,1309.8007482056194,852,1114,False,False
20,jet_plane,ta-ta,1411.6674537581434,1340,641,True,False
20,jet_plane,tank,1523.1218762791111,1577,267,True,False
20,large_launcher,large_tower,920.3028034293931,296,988,True,False
20,large_launcher,medium_launcher,1390.4540625277773,151,1469,False,False
20,large_launcher,medium_plane,3555.7286524705455,3229,1767,False,False
20,large_launcher,small_launcher,1997.9279891928038,2071,307,False,False
20,large_launcher,spacecraft,2297.3362836119572,2377,386,False,False
20,large_launcher,ta-ta,2776.1096880346786,2865,215,False,False
20,large_launcher,tank,3048.6564663799036,3102,624,False,False
20,large_tower,medium_launcher,543.8320053104635,296,542,True,False
20,large_tower,medium_plane,3043.7517145785723,2999,840,False,False
20,large_tower,small_launcher,1915.8033562973,1841,711,True,False
20,large_tower,spacecraft,2412.560102878268,2147,1261,False,False
20,large_tower,ta-ta,2691.122488851074,2635,788,False,False
20,large_tower,tank,2835.256337617465,2872,414,False,False
20,medium_launcher,medium_plane,3192.1045173991406,3229,344,False,False
20,medium_launcher,small_launcher,2339.8667162896268,2071,1192,False,False
20,medium_launcher,spacecraft,2879.799038127487,2377,1742,False,False
20,medium_launcher,ta-ta,3083.185771243763,2865,1269,False,False
20,medium_launcher,tank,3166.869313691362,3102,895,False,False
20,medium_plane,small_launcher,1852.7938363455337,1181,1490,False,False
20,medium_plane,spacecraft,2172.280196015238,901,2040,False,False
20,medium_plane,ta-ta,1583.574516718427,399,1567,False,False
20,medium_plane,tank,1158.8701394030309,180,1193,False,False
20,small_launcher,spacecraft,614.8083034572646,329,580,True,False
20,small_launcher,ta-ta,792.5176654182543,817,107,True,True
20,small_launcher,tank,1061.3693984659628,1054,347,True,False
20,spacecraft,ta-ta,673.0237737257132,537,488,True,True
20,spacecraft,tank,1113.9951750344344,774,897,True,False
20,ta-ta,tank,453.05214931616865,272,424,True,True
21,hangar,jet_plane,2267.4947629487483,2178,1077,False,False
21,hangar,large_launcher,3941.2222089093125,3701,1843,False,False
21,hangar,large_tower,3456.550918184195,3483,905,False,False
21,hangar,medium_launcher,3605.995181638489,3701,401,False,False
21,hangar,medium_plane,399.54505377992103,519,110,True,True
21,hangar,small_launcher,2150.329335241465,1652,1562,False,False
21,hangar,spacecraft,2394.077901823581,1369,2120,False,False
21,hangar,ta-ta,1748.649907786004,864,1640,False,False
21,hangar,tank,1292.1805214442757,644,1261,False,False
21,jet_plane,large_launcher,1673.9277164800158,1604,853,True,False
21,jet_plane,large_tower,1322.0957794350604,1386,233,True,False
21,jet_plane,medium_launcher,1679.224895599157,1604,722,True,False
21,jet_plane,medium_plane,1911.8243250884743,1714,1040,True,False
21,jet_plane,small_launcher,714.6266507764736,549,572,True,False
21,jet_plane,spacecraft,1324.7031742998126,857,1130,False,False
21,jet_plane,ta-ta,1423.1942945360622,1349,650,True,False
21,jet_plane,tank,1533.3636228892349,1587,271,True,False
21,large_launcher,large_tower,930.0807760619505,284,999,True,False
21,large_launcher,medium_launcher,1409.4230202462284,137,1488,False,False
21,large_launcher,medium_plane,3583.7454220410245,3237,1806,False,False
21,large_launcher,small_launcher,2006.3459945881718,2072,311,False,False
21,large_launcher,spacecraft,2308.2089376830686,2380,390,False,False
21,large_launcher,ta-ta,2790.25303512065,2872,218,False,False
21,large_launcher,tank,3064.9349095861726,3110,633,False,False
21,large_tower,medium_launcher,548.6661097607542,284,550,True,False
21,large_tower,medium_plane,3068.306454707548,3019,868,False,False
21,large_tower,small_launcher,1930.4265072776016,1854,718,True,False
21,large_tower,spacecraft,2433.237606564554,2162,1276,False,False
21,large_tower,ta-ta,2711.6003116241154,2654,796,False,False
21,large_tower,tank,2855.411922998151,2892,417,False,False
21,medium_launcher,medium_plane,3207.702137044523,3237,364,False,False
21,medium_launcher,small_launcher,2353.807553730763,2072,1207,False,False
21,medium_launcher,spacecraft,2901.149987504955,2380,1765,False,False
21,medium_launcher,ta-ta,3101.9895631674844,2872,1285,False,False
21,medium_launcher,tank,3183.6554854443657,3110,906,False,False
21,medium_plane,small_launcher,1878.4027789587622,1188,1525,False,False
21,medium_plane,spacecraft,2205.8146454314788,905,2083,False,False
21,medium_plane,ta-ta,1611.0981503310095,400,1603,False,False
21,medium_plane,tank,1181.2392856656943,180,1224,False,False
21,small_launcher,spacecraft,622.5947719022382,331,588,True,False
21,small_launcher,ta-ta,798.5901639764918,823,108,True,True
21,small_launcher,tank,1069.374232904459,1061,352,True,False
21,spacecraft,ta-ta,680.0062499712778,540,495,True,True
21,spacecraft,tank,1126.0535067215944,778,910,True,False
21,ta-ta,tank,458.31212072123947,273,430,True,True
22,hangar,jet_plane,2288.7728699021227,2193,1107,False,False
22,hangar,large_launcher,3970.835302552852,3713,1884,False,False
22,hangar,large_tower,3484.270691263812,3508,934,False,False
22,hangar,medium_launcher,3624.6071511268638,3713,423,False,False
22,hangar,medium_plane,402.261419974623,523,128,True,True
22,hangar,small_launcher,2176.6493746122733,1663,1598,False,False
22,hangar,spacecraft,2410.785193666163,1378,2123,False,False
22,hangar,ta-ta,1776.1076121676863,869,1677,False,False
22,hangar,tank,1315.1441936152858,648,1294,False,False
22,jet_plane,large_launcher,1682.24054463088,1602,864,True,False
22,jet_plane,large_tower,1332.0835184026564,1397,233,True,False
22,jet_plane,medium_launcher,1686.0404058028978,1602,730,True,False
22,jet_plane,medium_plane,1927.6602397725592,1726,1053,True,False
22,jet_plane,small_launcher,721.7341962246212,553,578,True,False
22,jet_plane,spacecraft,1323.5114279823956,864,1103,False,False
22,jet_plane,ta-ta,1434.9712540674814,1359,657,True,False
22,jet_plane,tank,1544.663717447911,1599,274,True,False
22,large_launcher,large_tower,939.7240286381955,272,1010,True,False
22,large_launcher,medium_launcher,1427.9110616561522,124,1507,False,False
22,large_launcher,medium_plane,3607.9895024791854,3246,1830,False,False
22,large_launcher,small_launcher,2014.2722010691605,2073,315,False,False
22,large_launcher,spacecraft,2315.9814874044223,2384,353,False,False
22,large_launcher,ta-ta,2803.8989371944203,2879,221,False,False
22,large_launcher,tank,3081.042396657339,3119,641,False,False
22,large_tower,medium_launcher,552.9667711535658,272,557,True,False
22,large_tower,medium_plane,3091.7423081492416,3041,880,False,False
22,large_tower,small_launcher,1945.520303158001,1868,724,True,False
22,large_tower,spacecraft,2444.353902363567,2179,1249,False,False
22,large_tower,ta-ta,2732.5601548730815,2674,803,False,False
22,large_tower,tank,2876.6860273585644,2914,420,False,False
22,medium_launcher,medium_plane,3223.0748129697517,3246,369,False,False
22,medium_launcher,small_launcher,2367.5351106161024,2073,1221,False,False
22,medium_launcher,spacecraft,2910.3974384952994,2384,1746,False,False
22,medium_launcher,ta-ta,3120.6169662424127,2879,1300,False,False
22,medium_launcher,tank,3201.070641207407,3119,917,False,False
22,medium_plane,small_launcher,1898.0298338013552,1196,1544,False,False
22,medium_plane,spacecraft,2213.744000556523,911,2069,False,False
22,medium_plane,ta-ta,1630.9397597704215,402,1623,False,False
22,medium_plane,tank,1196.6519961960537,181,1240,False,False
22,small_launcher,spacecraft,612.8329707187759,334,554,True,False
22,small_launcher,ta-ta,804.6628175826195,829,108,True,True
22,small_launcher,tank,1077.5691393131115,1069,355,True,False
22,spacecraft,ta-ta,673.5020415707736,544,460,True,True
22,spacecraft,tank,1122.4555670493153,784,880,True,False
22,ta-ta,tank,462.96058147535626,275,434,True,True
23,hangar,jet_plane,2306.8214603648894,2208,1121,False,False
23,hangar,large_launcher,3997.8659619852187,3725,1909,False,False
23,hangar,large_tower,3510.461650552531,3533,948,False,False
23,hangar,medium_launcher,3642.5436853934916,3725,429,False,False
23,hangar,medium_plane,404.27836944362974,526,129,True,True
23,hangar,small_launcher,2198.1338107585716,1674,1619,False,False
23,hangar,ta-ta,1797.0532129016103,874,1699,False,False
23,hangar,tank,1331.0676166145731,651,1311,False,False
23,jet_plane,large_launcher,1691.2606245046918,1600,875,True,False
23,jet_plane,large_tower,1341.9527748769701,1408,232,True,False
23,jet_plane,medium_launcher,1692.8757337737463,1600,738,True,False
23,jet_plane,medium_plane,1944.1955277183415,1738,1066,True,False
23,jet_plane,small_launcher,729.2084749918914,557,585,True,False
23,jet_plane,ta-ta,1447.4185642031816,1370,665,True,False
23,jet_plane,tank,1556.4608090151194,1611,277,True,False
23,large_launcher,large_tower,949.0327971150417,260,1020,True,False
23,large_launcher,medium_launcher,1446.8815604602887,110,1526,False,False
23,large_launcher,medium_plane,3633.640082616879,3255,1854,False,False
23,large_launcher,small_launcher,2022.699310327662,2074,319,False,False
23,large_launcher,ta-ta,2818.5450147194742,2887,224,False,False
23,large_launcher,tank,3098.231471339738,3128,649,False,False
23,large_tower,medium_launcher,558.317561966306,260,565,True,False
23,large_tower,medium_plane,3116.0747744558375,3063,893,False,False
23,large_tower,small_launcher,1960.4408305276647,1882,730,True,False
23,large_tower,ta-ta,2753.861152999548,2695,810,False,False
23,large_tower,tank,2898.3295188780726,2936,422,False,False
23,medium_launcher,medium_plane,3238.9980703915217,3255,374,False,False
23,medium_launcher,small_launcher,2381.547028718938,2074,1236,False,False
23,medium_launcher,ta-ta,3139.9293383769004,2887,1316,False,False
23,medium_launcher,tank,3218.980040323332,3128,928,False,False
23,medium_plane,small_launcher,1918.771807693661,1204,1564,False,False
23,medium_plane,ta-ta,1651.7627704970228,404,1644,False,False
23,medium_plane,tank,1212.5642251031488,181,1256,False,False
23,small_launcher,ta-ta,811.2327039758691,836,109,True,True
23,small_launcher,tank,1086.3900082382938,1077,359,True,False
23,ta-ta,tank,468.045136712262,277,439,True,True
24,hangar,jet_plane,2325.784007598298,2223,1136,False,False
24,hangar,large_launcher,4025.837676807151,3737,1934,False,False
24,hangar,large_tower,3536.909668057696,3558,961,False,False
24,hangar,medium_plane,407.2950404804851,530,130,True,True
24,hangar,small_launcher,2219.6446787718073,1685,1640,False,False
24,hangar,ta-ta,1819.3466547087721,879,1722,False,False
24,hangar,tank,1347.6647394660142,654,1329,False,False
24,jet_plane,large_launcher,1700.315926526597,1597,887,True,False
24,jet_plane,large_tower,1351.4452449137552,1418,233,True,False
24,jet_plane,medium_plane,1960.745011468855,1750,1080,True,False
24,jet_plane,small_launcher,737.3793121589458,562,593,True,False
24,jet_plane,ta-ta,1460.298770800003,1380,675,True,False
24,jet_plane,tank,1568.8220102994476,1623,282,True,False
24,large_launcher,large_tower,959.4691240472514,248,1031,True,False
24,large_launcher,medium_plane,3659.3382256905415,3264,1878,False,False
24,large_launcher,small_launcher,2032.1231507957386,2076,323,False,False
24,large_launcher,ta-ta,2833.135409753653,2894,226,False,False
24,large_launcher,tank,3115.8276990231666,3137,657,False,False
24,large_tower,medium_plane,3139.671360190426,3085,905,False,False
24,large_tower,small_launcher,1976.1812922907654,1897,737,True,False
24,large_tower,ta-ta,2775.246880909877,2715,819,False,False
24,large_tower,tank,2920.163223177773,2958,426,False,False
24,medium_plane,small_launcher,1938.9268294600495,1212,1584,False,False
24,medium_plane,ta-ta,1673.5681940094344,406,1666,False,False
24,medium_plane,tank,1228.9249366824647,181,1273,False,False
24,small_launcher,ta-ta,816.9175294973171,842,111,True,True
24,small_launcher,tank,1094.5877077694597,1085,363,True,False
24,ta-ta,tank,473.8143096192853,279,445,True,True
