frame,class,x1,y1,x2,y2,width,height,area,width_fraction,height_fraction,area_fraction,aspect_ratio,cx,cy,edge_left,edge_top,edge_right,edge_bottom,min_edge,boundary_touch,L0_width,L0_height,L0_short,L0_bucket,L1_width,L1_height,L1_short,L1_bucket,L2_width,L2_height,L2_short,L2_bucket
19,tank,746,1076,799,1126,53,50,2650,0.013802083333333333,0.023148148148148147,0.00031949266975308643,1.06,772.5,1101.0,746,1076,3041,1034,746,0,13.25,12.5,12.5,8-<16,26.5,25.0,25.0,16-32,53.0,50.0,50.0,>32
19,small_tower,2720,2138,2783,2159,63,21,1323,0.01640625,0.009722222222222222,0.00015950520833333333,3.0,2751.5,2148.5,2720,2138,1057,1,1,1,15.75,5.25,5.25,4-<8,31.5,10.5,10.5,8-<16,63.0,21.0,21.0,16-32
19,hangar,161,0,343,6,182,6,1092,0.04739583333333333,0.002777777777777778,0.00013165509259259258,30.333333333333332,252.0,3.0,161,0,3497,2154,0,1,45.5,1.5,1.5,<4,91.0,3.0,3.0,<4,182.0,6.0,6.0,4-<8
19,ta-ta,981,1480,1015,1495,34,15,510,0.008854166666666666,0.006944444444444444,6.148726851851851e-05,2.2666666666666666,998.0,1487.5,981,1480,2825,665,665,0,8.5,3.75,3.75,<4,17.0,7.5,7.5,4-<8,34.0,15.0,15.0,8-<16
20,large_launcher,3688,1654,3839,1767,151,113,17063,0.039322916666666666,0.052314814814814814,0.0020571711033950616,1.336283185840708,3763.5,1710.5,3688,1654,1,393,1,1,37.75,28.25,28.25,16-32,75.5,56.5,56.5,>32,151.0,113.0,113.0,>32
20,spacecraft,1462,1991,1511,2040,49,49,2401,0.012760416666666666,0.022685185185185187,0.0002894724151234568,1.0,1486.5,2015.5,1462,1991,2329,120,120,0,12.25,12.25,12.25,8-<16,24.5,24.5,24.5,16-32,49.0,49.0,49.0,>32
20,jet_plane,2233,926,2314,1011,81,85,6885,0.02109375,0.03935185185185185,0.000830078125,0.9529411764705882,2273.5,968.5,2233,926,1526,1149,926,0,20.25,21.25,20.25,16-32,40.5,42.5,40.5,>32,81.0,85.0,81.0,>32
20,large_tower,3543,779,3609,840,66,61,4026,0.0171875,0.02824074074074074,0.0004853877314814815,1.0819672131147542,3576.0,809.5,3543,779,231,1320,231,0,16.5,15.25,15.25,8-<16,33.0,30.5,30.5,16-32,66.0,61.0,61.0,>32
20,medium_launcher,3791,298,3839,344,48,46,2208,0.0125,0.021296296296296296,0.0002662037037037037,1.0434782608695652,3815.0,321.0,3791,298,1,1816,1,1,12.0,11.5,11.5,8-<16,24.0,23.0,23.0,16-32,48.0,46.0,46.0,>32
20,small_launcher,1768,1460,1791,1490,23,30,690,0.005989583333333334,0.013888888888888888,8.31886574074074e-05,0.7666666666666667,1779.5,1475.0,1768,1460,2049,670,670,0,5.75,7.5,5.75,4-<8,11.5,15.0,11.5,8-<16,23.0,30.0,23.0,16-32
20,tank,737,1143,790,1193,53,50,2650,0.013802083333333333,0.023148148148148147,0.00031949266975308643,1.06,763.5,1168.0,737,1143,3050,967,737,0,13.25,12.5,12.5,8-<16,26.5,25.0,25.0,16-32,53.0,50.0,50.0,>32
20,hangar,149,0,333,58,184,58,10672,0.04791666666666667,0.026851851851851852,0.0012866512345679013,3.1724137931034484,241.0,29.0,149,0,3507,2102,0,1,46.0,14.5,14.5,8-<16,92.0,29.0,29.0,16-32,184.0,58.0,58.0,>32
20,ta-ta,974,1552,1009,1567,35,15,525,0.009114583333333334,0.006944444444444444,6.329571759259259e-05,2.3333333333333335,991.5,1559.5,974,1552,2831,593,593,0,8.75,3.75,3.75,<4,17.5,7.5,7.5,4-<8,35.0,15.0,15.0,8-<16
20,medium_plane,610,0,665,32,55,32,1760,0.014322916666666666,0.014814814814814815,0.00021219135802469136,1.71875,637.5,16.0,610,0,3175,2128,0,1,13.75,8.0,8.0,8-<16,27.5,16.0,16.0,16-32,55.0,32.0,32.0,16-32
21,large_launcher,3702,1730,3839,1843,137,113,15481,0.03567708333333333,0.052314814814814814,0.0018664400077160494,1.2123893805309736,3770.5,1786.5,3702,1730,1,317,1,1,34.25,28.25,28.25,16-32,68.5,56.5,56.5,>32,137.0,113.0,113.0,>32
21,spacecraft,1459,2070,1507,2120,48,50,2400,0.0125,0.023148148148148147,0.00028935185185185184,0.96,1483.0,2095.0,1459,2070,2333,40,40,0,12.0,12.5,12.0,8-<16,24.0,25.0,24.0,16-32,48.0,50.0,48.0,>32
21,jet_plane,2235,990,2316,1077,81,87,7047,0.02109375,0.04027777777777778,0.000849609375,0.9310344827586207,2275.5,1033.5,2235,990,1524,1083,990,0,20.25,21.75,20.25,16-32,40.5,43.5,40.5,>32,81.0,87.0,81.0,>32
21,large_tower,3555,844,3621,905,66,61,4026,0.0171875,0.02824074074074074,0.0004853877314814815,1.0819672131147542,3588.0,874.5,3555,844,219,1255,219,0,16.5,15.25,15.25,8-<16,33.0,30.5,30.5,16-32,66.0,61.0,61.0,>32
21,medium_launcher,3804,355,3839,401,35,46,1610,0.009114583333333334,0.021296296296296296,0.00019410686728395062,0.7608695652173914,3821.5,378.0,3804,355,1,1759,1,1,8.75,11.5,8.75,8-<16,17.5,23.0,17.5,16-32,35.0,46.0,35.0,>32
21,small_launcher,1767,1532,1790,1562,23,30,690,0.005989583333333334,0.013888888888888888,8.31886574074074e-05,0.7666666666666667,1778.5,1547.0,1767,1532,2050,598,598,0,5.75,7.5,5.75,4-<8,11.5,15.0,11.5,8-<16,23.0,30.0,23.0,16-32
21,tank,729,1210,782,1261,53,51,2703,0.013802083333333333,0.02361111111111111,0.00032588252314814817,1.0392156862745099,755.5,1235.5,729,1210,3058,899,729,0,13.25,12.75,12.75,8-<16,26.5,25.5,25.5,16-32,53.0,51.0,51.0,>32
21,hangar,138,0,322,110,184,110,20240,0.04791666666666667,0.05092592592592592,0.0024402006172839505,1.6727272727272726,230.0,55.0,138,0,3518,2050,0,1,46.0,27.5,27.5,16-32,92.0,55.0,55.0,>32,184.0,110.0,110.0,>32
21,ta-ta,967,1625,1002,1640,35,15,525,0.009114583333333334,0.006944444444444444,6.329571759259259e-05,2.3333333333333335,984.5,1632.5,967,1625,2838,520,520,0,8.75,3.75,3.75,<4,17.5,7.5,7.5,4-<8,35.0,15.0,15.0,8-<16
21,medium_plane,602,37,657,85,55,48,2640,0.014322916666666666,0.022222222222222223,0.00031828703703703706,1.1458333333333333,629.5,61.0,602,37,3183,2075,37,0,13.75,12.0,12.0,8-<16,27.5,24.0,24.0,16-32,55.0,48.0,48.0,>32
22,large_launcher,3715,1806,3839,1920,124,114,14136,0.03229166666666667,0.05277777777777778,0.0017042824074074074,1.087719298245614,3777.0,1863.0,3715,1806,1,240,1,1,31.0,28.5,28.5,16-32,62.0,57.0,57.0,>32,124.0,114.0,114.0,>32
22,spacecraft,1455,2151,1504,2159,49,8,392,0.012760416666666666,0.003703703703703704,4.72608024691358e-05,6.125,1479.5,2155.0,1455,2151,2336,1,1,1,12.25,2.0,2.0,<4,24.5,4.0,4.0,4-<8,49.0,8.0,8.0,8-<16
22,jet_plane,2237,1056,2319,1143,82,87,7134,0.021354166666666667,0.04027777777777778,0.0008600983796296296,0.9425287356321839,2278.0,1099.5,2237,1056,1521,1017,1017,0,20.5,21.75,20.5,16-32,41.0,43.5,41.0,>32,82.0,87.0,82.0,>32
22,large_tower,3567,910,3634,970,67,60,4020,0.017447916666666667,0.027777777777777776,0.00048466435185185185,1.1166666666666667,3600.5,940.0,3567,910,206,1190,206,0,16.75,15.0,15.0,8-<16,33.5,30.0,30.0,16-32,67.0,60.0,60.0,>32
22,medium_launcher,3817,413,3839,459,22,46,1012,0.005729166666666666,0.021296296296296296,0.00012201003086419753,0.4782608695652174,3828.0,436.0,3817,413,1,1701,1,1,5.5,11.5,5.5,4-<8,11.0,23.0,11.0,8-<16,22.0,46.0,22.0,16-32
22,small_launcher,1766,1605,1789,1634,23,29,667,0.005989583333333334,0.013425925925925926,8.041570216049383e-05,0.7931034482758621,1777.5,1619.5,1766,1605,2051,526,526,0,5.75,7.25,5.75,4-<8,11.5,14.5,11.5,8-<16,23.0,29.0,23.0,16-32
22,tank,720,1279,774,1330,54,51,2754,0.0140625,0.02361111111111111,0.00033203125,1.0588235294117647,747.0,1304.5,720,1279,3066,830,720,0,13.5,12.75,12.75,8-<16,27.0,25.5,25.5,16-32,54.0,51.0,51.0,>32
22,hangar,126,36,312,164,186,128,23808,0.0484375,0.05925925925925926,0.0028703703703703703,1.453125,219.0,100.0,126,36,3528,1996,36,0,46.5,32.0,32.0,16-32,93.0,64.0,64.0,>32,186.0,128.0,128.0,>32
22,ta-ta,960,1699,995,1713,35,14,490,0.009114583333333334,0.006481481481481481,5.907600308641975e-05,2.5,977.5,1706.0,960,1699,2845,447,447,0,8.75,3.5,3.5,<4,17.5,7.0,7.0,4-<8,35.0,14.0,14.0,8-<16
22,medium_plane,593,90,649,139,56,49,2744,0.014583333333333334,0.022685185185185187,0.0003308256172839506,1.1428571428571428,621.0,114.5,593,90,3191,2021,90,0,14.0,12.25,12.25,8-<16,28.0,24.5,24.5,16-32,56.0,49.0,49.0,>32
23,large_launcher,3729,1884,3839,1998,110,114,12540,0.028645833333333332,0.05277777777777778,0.0015118634259259258,0.9649122807017544,3784.0,1941.0,3729,1884,1,162,1,1,27.5,28.5,27.5,16-32,55.0,57.0,55.0,>32,110.0,114.0,110.0,>32
23,jet_plane,2239,1123,2322,1210,83,87,7221,0.021614583333333333,0.04027777777777778,0.0008705873842592592,0.9540229885057471,2280.5,1166.5,2239,1123,1518,950,950,0,20.75,21.75,20.75,16-32,41.5,43.5,41.5,>32,83.0,87.0,83.0,>32
23,large_tower,3579,978,3647,1037,68,59,4012,0.017708333333333333,0.027314814814814816,0.00048369984567901236,1.152542372881356,3613.0,1007.5,3579,978,193,1123,193,0,17.0,14.75,14.75,8-<16,34.0,29.5,29.5,16-32,68.0,59.0,59.0,>32
23,medium_launcher,3830,472,3839,518,9,46,414,0.00234375,0.021296296296296296,4.991319444444445e-05,0.1956521739130435,3834.5,495.0,3830,472,1,1642,1,1,2.25,11.5,2.25,<4,4.5,23.0,4.5,4-<8,9.0,46.0,9.0,8-<16
23,small_launcher,1765,1679,1788,1708,23,29,667,0.005989583333333334,0.013425925925925926,8.041570216049383e-05,0.7931034482758621,1776.5,1693.5,1765,1679,2052,452,452,0,5.75,7.25,5.75,4-<8,11.5,14.5,11.5,8-<16,23.0,29.0,23.0,16-32
23,tank,711,1349,765,1400,54,51,2754,0.0140625,0.02361111111111111,0.00033203125,1.0588235294117647,738.0,1374.5,711,1349,3075,760,711,0,13.5,12.75,12.75,8-<16,27.0,25.5,25.5,16-32,54.0,51.0,51.0,>32
23,hangar,114,89,302,218,188,129,24252,0.04895833333333333,0.059722222222222225,0.0029239004629629628,1.4573643410852712,208.0,153.5,114,89,3538,1942,89,0,47.0,32.25,32.25,>32,94.0,64.5,64.5,>32,188.0,129.0,129.0,>32
23,ta-ta,952,1774,988,1788,36,14,504,0.009375,0.006481481481481481,6.076388888888889e-05,2.5714285714285716,970.0,1781.0,952,1774,2852,372,372,0,9.0,3.5,3.5,<4,18.0,7.0,7.0,4-<8,36.0,14.0,14.0,8-<16
23,medium_plane,584,144,640,193,56,49,2744,0.014583333333333334,0.022685185185185187,0.0003308256172839506,1.1428571428571428,612.0,168.5,584,144,3200,1967,144,0,14.0,12.25,12.25,8-<16,28.0,24.5,24.5,16-32,56.0,49.0,49.0,>32
24,large_launcher,3744,1963,3839,2077,95,114,10830,0.024739583333333332,0.05277777777777778,0.0013057002314814815,0.8333333333333334,3791.5,2020.0,3744,1963,1,83,1,1,23.75,28.5,23.75,16-32,47.5,57.0,47.5,>32,95.0,114.0,95.0,>32
24,jet_plane,2242,1190,2325,1279,83,89,7387,0.021614583333333333,0.0412037037037037,0.000890600887345679,0.9325842696629213,2283.5,1234.5,2242,1190,1515,881,881,0,20.75,22.25,20.75,16-32,41.5,44.5,41.5,>32,83.0,89.0,83.0,>32
24,large_tower,3591,1046,3660,1104,69,58,4002,0.01796875,0.026851851851851852,0.00048249421296296294,1.1896551724137931,3625.5,1075.0,3591,1046,180,1056,180,0,17.25,14.5,14.5,8-<16,34.5,29.0,29.0,16-32,69.0,58.0,58.0,>32
24,small_launcher,1763,1754,1787,1783,24,29,696,0.00625,0.013425925925925926,8.391203703703703e-05,0.8275862068965517,1775.0,1768.5,1763,1754,2053,377,377,0,6.0,7.25,6.0,4-<8,12.0,14.5,12.0,8-<16,24.0,29.0,24.0,16-32
24,tank,702,1420,756,1472,54,52,2808,0.0140625,0.024074074074074074,0.0003385416666666667,1.0384615384615385,729.0,1446.0,702,1420,3084,688,688,0,13.5,13.0,13.0,8-<16,27.0,26.0,26.0,16-32,54.0,52.0,52.0,>32
24,hangar,102,143,291,273,189,130,24570,0.04921875,0.06018518518518518,0.0029622395833333332,1.4538461538461538,196.5,208.0,102,143,3549,1887,102,0,47.25,32.5,32.5,>32,94.5,65.0,65.0,>32,189.0,130.0,130.0,>32
24,ta-ta,945,1851,981,1865,36,14,504,0.009375,0.006481481481481481,6.076388888888889e-05,2.5714285714285716,963.0,1858.0,945,1851,2859,295,295,0,9.0,3.5,3.5,<4,18.0,7.0,7.0,4-<8,36.0,14.0,14.0,8-<16
24,medium_plane,575,199,632,248,57,49,2793,0.01484375,0.022685185185185187,0.0003367332175925926,1.163265306122449,603.5,223.5,575,199,3208,1912,199,0,14.25,12.25,12.25,8-<16,28.5,24.5,24.5,16-32,57.0,49.0,49.0,>32
