frame,target,level,cx,cy,source_region,full_count,intersect_count,other_full_count,full_classes,next_frame_full_classes,next_frame_target_retained,target_fits
22,hangar,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
22,hangar,2,480,270,0;0;960;540,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
22,ta-ta,1,978,1620,18;1080;1938;2160,4,4,3,spacecraft;small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
22,ta-ta,2,978,1706,498;1436;1458;1976,1,1,0,ta-ta,ta-ta,True,True
22,medium_plane,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
22,medium_plane,2,621,270,141;0;1101;540,1,2,0,medium_plane,medium_plane,True,True
23,large_launcher,1,2880,1620,1920;1080;3840;2160,2,2,1,large_launcher;jet_plane,large_launcher;jet_plane,True,True
23,large_launcher,2,3360,1890,2880;1620;3840;2160,1,1,0,large_launcher,large_launcher,True,True
23,jet_plane,1,2280,1166,1320;626;3240;1706,1,2,0,jet_plane,jet_plane,True,True
23,jet_plane,2,2280,1166,1800;896;2760;1436,1,1,0,jet_plane,jet_plane,True,True
23,large_tower,1,2880,1008,1920;468;3840;1548,3,3,2,jet_plane;large_tower;medium_launcher,jet_plane;large_tower,True,True
23,large_tower,2,3360,1008,2880;738;3840;1278,1,1,0,large_tower,large_tower,True,True
23,medium_launcher,1,2880,540,1920;0;3840;1080,2,2,1,large_tower;medium_launcher,,False,True
23,medium_launcher,2,3360,495,2880;225;3840;765,1,1,0,medium_launcher,,False,True
23,small_launcher,1,1776,1620,816;1080;2736;2160,3,3,2,jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
23,small_launcher,2,1776,1694,1296;1424;2256;1964,1,1,0,small_launcher,small_launcher,True,True
23,tank,1,960,1374,0;834;1920;1914,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
23,tank,2,738,1374,258;1104;1218;1644,1,1,0,tank,tank,True,True
23,hangar,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
23,hangar,2,480,270,0;0;960;540,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
23,ta-ta,1,970,1620,10;1080;1930;2160,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
23,ta-ta,2,970,1781,490;1511;1450;2051,1,1,0,ta-ta,ta-ta,True,True
23,medium_plane,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,hangar;medium_plane,True,True
23,medium_plane,2,612,270,132;0;1092;540,1,2,0,medium_plane,medium_plane,True,True
24,large_launcher,1,2880,1620,1920;1080;3840;2160,2,3,1,large_launcher;jet_plane,,,True
24,large_launcher,2,3360,1890,2880;1620;3840;2160,1,1,0,large_launcher,,,True
24,jet_plane,1,2284,1234,1324;694;3244;1774,1,2,0,jet_plane,,,True
24,jet_plane,2,2284,1234,1804;964;2764;1504,1,1,0,jet_plane,,,True
24,large_tower,1,2880,1075,1920;535;3840;1615,2,2,1,jet_plane;large_tower,,,True
24,large_tower,2,3360,1075,2880;805;3840;1345,1,1,0,large_tower,,,True
24,small_launcher,1,1775,1620,815;1080;2735;2160,3,3,2,jet_plane;small_launcher;ta-ta,,,True
24,small_launcher,2,1775,1768,1295;1498;2255;2038,1,1,0,small_launcher,,,True
24,tank,1,960,1446,0;906;1920;1986,3,3,2,small_launcher;tank;ta-ta,,,True
24,tank,2,729,1446,249;1176;1209;1716,1,1,0,tank,,,True
24,hangar,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,,,True
24,hangar,2,480,270,0;0;960;540,2,2,1,hangar;medium_plane,,,True
24,ta-ta,1,963,1620,3;1080;1923;2160,3,3,2,small_launcher;tank;ta-ta,,,True
24,ta-ta,2,963,1858,483;1588;1443;2128,1,1,0,ta-ta,,,True
24,medium_plane,1,960,540,0;0;1920;1080,2,2,1,hangar;medium_plane,,,True
24,medium_plane,2,604,270,124;0;1084;540,1,2,0,medium_plane,,,True
