dataset,frame_index,proposal_ordinal,source,score,x1,y1,x2,y2,width_px,height_px,area_px2,short_side_px,center_x_norm,center_y_norm
helsinki,16,4,yolo,0.4766,369.5,422.4,381.0,434.2,11.5,11.800000000000011,135.70000000000013,11.5,0.39088541666666665,0.793148148148148
helsinki,17,0,yolo,0.9635,911.6,359.0,951.8,386.2,40.19999999999993,27.19999999999999,1093.4399999999978,27.19999999999999,0.9705208333333334,0.6900000000000001
helsinki,17,1,yolo,0.9606,676.6,493.1,691.5,508.9,14.899999999999977,15.799999999999955,235.41999999999896,14.899999999999977,0.7125520833333333,0.9277777777777778
helsinki,17,2,yolo,0.9402,368.2,439.0,381.5,453.0,13.300000000000011,14.0,186.20000000000016,13.300000000000011,0.39046875000000003,0.825925925925926
helsinki,17,3,yolo,0.7488,556.7,183.1,575.5,204.4,18.799999999999955,21.30000000000001,400.43999999999926,18.799999999999955,0.5896875,0.3587962962962963
helsinki,17,4,yolo,0.5983,570.6,509.1,598.5,534.5,27.899999999999977,25.399999999999977,708.6599999999988,25.399999999999977,0.60890625,0.9662962962962962
helsinki,17,5,yolo,0.0951,573.5,505.0,600.8,523.5,27.299999999999955,18.5,505.04999999999916,18.5,0.6116145833333333,0.9523148148148148
helsinki,17,6,yolo,0.0867,567.2,522.2,599.9,540.0,32.69999999999993,17.799999999999955,582.0599999999973,17.799999999999955,0.6078645833333333,0.9835185185185186
helsinki,17,7,yolo,0.0303,190.6,236.6,204.0,248.6,13.400000000000006,12.0,160.80000000000007,12.0,0.20552083333333335,0.44925925925925925
helsinki,17,8,yolo,0.0106,702.7,497.9,711.1,504.8,8.399999999999977,6.900000000000034,57.96000000000013,6.900000000000034,0.7363541666666668,0.928425925925926
helsinki,18,0,yolo,0.9629,366.8,458.2,381.1,471.5,14.300000000000011,13.300000000000011,190.1900000000003,13.300000000000011,0.38953125000000005,0.8608333333333333
helsinki,18,1,yolo,0.9484,913.5,377.3,953.6,406.8,40.10000000000002,29.5,1182.9500000000007,29.5,0.9724479166666666,0.7260185185185185
helsinki,18,2,yolo,0.7726,556.9,198.0,576.5,220.1,19.600000000000023,22.099999999999994,433.16000000000037,19.600000000000023,0.5903125,0.38712962962962966
helsinki,18,3,yolo,0.4306,678.6,512.9,693.6,527.5,15.0,14.600000000000023,219.00000000000034,14.600000000000023,0.7146875,0.9633333333333334
helsinki,19,0,yolo,0.9471,367.0,478.3,379.4,491.2,12.399999999999977,12.899999999999977,159.9599999999994,12.399999999999977,0.38875,0.8976851851851851
helsinki,19,1,yolo,0.9379,919.0,394.7,957.7,424.2,38.700000000000045,29.5,1141.6500000000015,29.5,0.9774479166666666,0.7582407407407408
helsinki,19,2,yolo,0.7776,557.5,214.3,577.6,235.6,20.100000000000023,21.299999999999983,428.13000000000017,20.100000000000023,0.5911979166666667,0.41657407407407404
helsinki,20,0,yolo,0.971,920.7,413.9,959.7,442.2,39.0,28.30000000000001,1103.7000000000005,28.30000000000001,0.979375,0.792685185185185
helsinki,20,1,yolo,0.914,365.8,497.1,379.1,510.4,13.300000000000011,13.299999999999955,176.88999999999956,13.299999999999955,0.38796875000000003,0.9328703703703703
helsinki,20,2,yolo,0.8223,558.1,230.2,578.1,252.1,20.0,21.900000000000006,438.0000000000001,20.0,0.5917708333333334,0.446574074074074
helsinki,20,3,yolo,0.0274,184.6,285.9,198.1,299.5,13.5,13.600000000000023,183.6000000000003,13.5,0.19932291666666666,0.542037037037037
helsinki,20,4,yolo,0.025,574.6,226.3,586.3,240.7,11.699999999999932,14.399999999999977,168.47999999999874,11.699999999999932,0.6046354166666668,0.4324074074074074
helsinki,21,0,yolo,0.8979,925.8,430.8,960.0,462.4,34.200000000000045,31.599999999999966,1080.7200000000003,31.599999999999966,0.9821875,0.8270370370370371
helsinki,21,1,yolo,0.7374,559.4,246.9,579.1,267.9,19.700000000000045,20.99999999999997,413.7000000000004,19.700000000000045,0.59296875,0.4766666666666666
helsinki,21,2,yolo,0.5995,365.5,518.0,376.7,529.3,11.199999999999989,11.299999999999955,126.55999999999936,11.199999999999989,0.38656250000000003,0.9697222222222222
helsinki,21,3,yolo,0.081,231.4,489.8,244.8,503.0,13.400000000000006,13.199999999999989,176.8799999999999,13.199999999999989,0.24802083333333336,0.9192592592592592
helsinki,21,4,yolo,0.0591,182.4,302.7,195.9,316.4,13.5,13.699999999999989,184.94999999999985,13.5,0.19703125000000002,0.5732407407407406
helsinki,21,5,yolo,0.0127,34.3,0.2,79.5,28.0,45.2,27.8,1256.5600000000002,27.8,0.059270833333333335,0.02611111111111111
helsinki,22,0,yolo,0.7923,927.3,448.2,960.0,477.9,32.700000000000045,29.69999999999999,971.190000000001,29.69999999999999,0.98296875,0.8574999999999999
helsinki,22,1,yolo,0.6036,558.9,262.4,579.7,284.6,20.800000000000068,22.200000000000045,461.76000000000244,20.800000000000068,0.5930208333333333,0.5064814814814815
helsinki,22,2,yolo,0.0826,31.1,12.0,75.7,40.5,44.6,28.5,1271.1000000000001,28.5,0.05562500000000001,0.04861111111111111
helsinki,22,3,yolo,0.0354,179.9,320.1,194.0,333.3,14.099999999999994,13.199999999999989,186.11999999999978,13.199999999999989,0.19473958333333333,0.6050000000000001
helsinki,22,4,yolo,0.0131,576.0,259.8,586.6,276.5,10.600000000000023,16.69999999999999,177.02000000000027,10.600000000000023,0.6055208333333333,0.49657407407407406
helsinki,23,0,yolo,0.5657,933.1,468.8,960.0,497.3,26.899999999999977,28.5,766.6499999999994,26.899999999999977,0.9859895833333333,0.894537037037037
helsinki,23,1,yolo,0.2389,560.9,281.6,581.5,304.1,20.600000000000023,22.5,463.5000000000005,20.600000000000023,0.5950000000000001,0.5423148148148148
helsinki,23,2,yolo,0.0389,27.9,21.9,76.7,52.7,48.800000000000004,30.800000000000004,1503.0400000000004,30.800000000000004,0.05447916666666666,0.06907407407407407
helsinki,24,0,yolo,0.8395,561.3,299.1,583.2,320.5,21.90000000000009,21.399999999999977,468.66000000000145,21.399999999999977,0.59609375,0.5737037037037037
helsinki,24,1,yolo,0.6571,934.3,489.6,959.9,515.8,25.600000000000023,26.199999999999932,670.7199999999989,25.600000000000023,0.9865624999999999,0.9309259259259259
helsinki,24,2,yolo,0.1179,577.5,295.5,589.0,304.8,11.5,9.300000000000011,106.95000000000013,9.300000000000011,0.6075520833333333,0.5558333333333333
helsinki,24,3,yolo,0.04,931.5,492.3,960.0,538.1,28.5,45.80000000000001,1305.3000000000004,28.5,0.98515625,0.9540740740740742
helsinki,24,4,yolo,0.0189,24.7,35.8,72.0,66.0,47.3,30.200000000000003,1428.46,30.200000000000003,0.05036458333333334,0.09425925925925925
